Freq (Hz)	SE_unstirred(dB)	SE_stirred(dB)	SE_tot	<SE point (dB)>	Stdev(SE point (dB))
8800000000	-1.316	5.410897	0.122	-0.930	4.663
8850000000	9.910	2.786179	6.633	7.052	6.360
8900000000	4.730	5.115335	4.829	4.621	5.260
8950000000	3.440	8.562457	4.418	3.634	4.688
9000000000	4.482	13.081972	6.463	5.239	4.452
9050000000	9.328	14.613426	10.415	9.716	3.981
9100000000	11.559	15.948237	12.956	11.688	6.457
9150000000	12.700	14.886018	13.141	12.572	4.655
9200000000	12.329	16.582524	13.242	12.659	4.741
9250000000	11.367	17.813061	13.712	12.545	5.757
9300000000	13.034	19.105062	15.135	14.183	6.009
9350000000	18.190	16.834046	17.758	17.947	5.893
9400000000	12.371	17.458969	14.975	14.469	6.539
9450000000	14.626	16.650807	15.620	13.846	8.661
9500000000	17.107	15.750313	16.275	17.183	6.587
9550000000	19.370	15.455923	16.936	17.009	6.171
9600000000	17.013	13.686472	14.959	15.005	6.327
9650000000	14.180	14.470809	14.386	14.015	9.141
9700000000	19.722	13.764985	15.099	15.195	8.757
9750000000	25.226	13.584818	16.327	16.771	6.210
